,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price_m2,month,median_price_m2_by_month_zipcode_condition,status,buy_price,sell_price
8110,8110,1370803940,2014-10-07,485000.0,3,1,1130,5758,1,0,3,960,170,1939,1900,98199,47.6413,-122.401,906.6585620006948,10,1275.584519938112,not buy,0.0,0.0
8111,8111,4237900645,2014-10-10,475000.0,2,1,1320,3420,1,0,3,1080,240,1955,1900,98199,47.6639,-122.399,1495.0,10,1275.584519938112,not buy,0.0,0.0
8112,8112,6917700650,2014-10-08,577000.0,2,1,2070,23160,1,0,3,1260,810,1946,1900,98199,47.6551,-122.394,268.1704663212435,10,1275.584519938112,sell,577000.0,29542537.481766675
8113,8113,8127700410,2014-10-15,511200.0,4,1,1480,7875,1,0,3,740,740,1927,1900,98199,47.643,-122.397,698.7373714285714,10,1275.584519938112,buy,511200.0,0.0
8114,8114,1370800515,2014-10-30,2950000.0,4,4,4470,5884,2,0,3,3230,1240,2010,1900,98199,47.6387,-122.405,5396.634942216178,10,1275.584519938112,not buy,0.0,0.0
8115,8115,1070000180,2014-10-15,1107460.0,4,3,3660,4760,2,0,3,2840,820,2014,1900,98199,47.6482,-122.409,2504.348621848739,10,1275.584519938112,not buy,0.0,0.0
8116,8116,5437820310,2014-05-23,218000.0,3,1,960,9633,1,0,5,960,0,1982,1900,98022,47.1951,-122.001,243.59514170040487,5,170.23856618149347,not buy,0.0,0.0
8117,8117,4102000075,2014-05-22,275000.0,1,0,1170,14149,1,0,5,880,290,1962,1900,98022,47.2653,-121.91,209.2091313873772,5,170.23856618149347,not buy,0.0,0.0
8118,8118,1820069019,2014-05-29,302000.0,2,1,900,423838,1,0,5,900,0,1925,1900,98022,47.228,-122.088,7.669741740948193,5,170.23856618149347,sell,302000.0,72153573.41323183
8119,8119,2372800050,2014-05-21,220000.0,3,1,1060,9126,1,0,5,1060,0,1956,1900,98022,47.201,-121.999,259.4871794871795,5,170.23856618149347,not buy,0.0,0.0
8120,8120,2820069048,2015-05-04,468000.0,4,2,2480,176418,1,0,5,2480,0,1927,1900,98022,47.1941,-122.038,28.554637281910008,5,170.23856618149347,sell,468000.0,30033147.368606716
8121,8121,2320069111,2015-05-07,449999.0,4,1,2290,36900,1,0,5,1690,600,1938,1900,98022,47.2034,-122.003,131.26800097560974,5,170.23856618149347,not buy,0.0,0.0
8122,8122,582000135,2014-06-22,565000.0,2,1,1330,6000,1,0,4,960,370,1914,1945,98199,47.6539,-122.396,1013.61,6,1544.2081728977766,buy,565000.0,0.0
8123,8123,1370801585,2014-06-03,975000.0,4,2,2290,5350,2,0,4,2120,170,1958,1900,98199,47.6428,-122.411,1961.6635514018687,6,1544.2081728977766,not buy,0.0,0.0
8124,8124,1068000235,2014-06-05,1155000.0,4,2,2980,8051,1,0,4,2020,960,1935,1900,98199,47.6426,-122.409,1544.2081728977766,6,1544.2081728977766,not buy,0.0,0.0
8125,8125,7010700905,2014-06-11,476000.0,3,1,1140,5500,1,0,4,1140,0,1908,1900,98199,47.6606,-122.395,931.5752727272728,6,1544.2081728977766,buy,476000.0,0.0
8126,8126,6821101765,2014-06-21,442900.0,4,1,1780,2788,1,0,4,890,890,1943,1900,98199,47.6511,-122.4,1709.9625538020084,6,1544.2081728977766,not buy,0.0,0.0
8127,8127,3204800370,2014-12-12,426700.0,3,1,2080,7700,1,0,5,1600,480,1968,1900,98056,47.5375,-122.178,596.4933506493506,12,596.4933506493506,not buy,0.0,0.0
8128,8128,2972300060,2014-12-17,405300.0,3,2,2390,7939,1,0,5,1610,780,1983,1900,98056,47.4987,-122.166,549.5212495276484,12,596.4933506493506,not buy,0.0,0.0
8129,8129,1332700010,2014-12-16,305000.0,2,2,1610,1968,2,0,5,1610,0,1979,1900,98056,47.5184,-122.196,1668.2012195121952,12,596.4933506493506,not buy,0.0,0.0
8130,8130,8832900550,2014-09-12,650000.0,3,2,2690,11575,1,0,3,2130,560,1957,1900,98028,47.7605,-122.267,604.4578833693305,9,571.872,not buy,0.0,0.0
8131,8131,4027700844,2014-09-16,509950.0,3,2,1970,9153,2,0,3,1970,0,2007,1900,98028,47.7698,-122.268,599.7052114060964,9,571.872,not buy,0.0,0.0
8132,8132,5130000090,2014-09-09,374950.0,3,2,2540,11562,1,0,3,1290,1250,1964,1900,98028,47.7614,-122.229,349.0712506486767,9,571.872,buy,374950.0,0.0
8133,8133,3815500165,2014-09-11,396000.0,5,2,2840,12253,1,0,3,1420,1420,1960,1900,98028,47.7618,-122.253,347.8775810005713,9,571.872,buy,396000.0,0.0
8134,8134,6600250050,2014-09-03,518000.0,4,2,2160,9750,2,0,3,2160,0,1983,1900,98028,47.7438,-122.246,571.872,9,571.872,not buy,0.0,0.0
8135,8135,4027700726,2014-09-08,470101.0,4,2,2320,7800,2,0,3,2320,0,1986,1900,98028,47.7738,-122.266,648.73938,9,571.872,not buy,0.0,0.0
8136,8136,2780700020,2014-09-10,375000.0,4,2,1900,9428,2,0,3,1900,0,1978,1900,98028,47.7628,-122.244,428.13958421722526,9,571.872,not buy,0.0,0.0
8137,8137,9406500530,2014-09-12,249000.0,2,2,1090,1357,2,0,3,1090,0,1990,1900,98028,47.7526,-122.244,1975.1186440677968,9,571.872,not buy,0.0,0.0
8138,8138,8951900065,2014-09-29,315000.0,3,1,1070,9497,1,0,3,1070,0,1955,1900,98028,47.7425,-122.23,357.02432347056964,9,571.872,buy,315000.0,0.0
8139,8139,8718500555,2014-09-15,450000.0,3,1,1440,9711,1,0,3,1140,300,1956,1900,98028,47.7394,-122.252,498.7951807228916,9,571.872,not buy,0.0,0.0
8140,8140,1326049170,2014-09-24,280000.0,3,1,1720,9605,1,0,3,860,860,1969,1900,98028,47.7439,-122.242,313.78656949505466,9,571.872,buy,280000.0,0.0
8141,8141,3579000410,2014-09-05,500000.0,3,2,2010,7447,2,0,3,2010,0,1985,1900,98028,47.747,-122.248,722.7071303880757,9,571.872,not buy,0.0,0.0
8142,8142,5631500594,2014-09-23,350000.0,3,2,1840,9929,1,0,3,1200,640,1987,1900,98028,47.7408,-122.236,379.43398126699566,9,571.872,buy,350000.0,0.0
8143,8143,6891800360,2014-09-18,609000.0,3,2,2630,10131,2,0,3,2630,0,1989,1900,98028,47.7695,-122.259,647.0512289013918,9,571.872,not buy,0.0,0.0
8144,8144,3579700080,2014-09-05,383000.0,4,1,1830,11090,1,0,3,1060,770,1962,1900,98028,47.7333,-122.246,371.74138863841296,9,571.872,buy,383000.0,0.0
8145,8145,3578600141,2014-09-23,550000.0,4,2,2470,7539,2,0,3,2470,0,2006,1900,98028,47.7407,-122.226,785.2765618782332,9,571.872,not buy,0.0,0.0
8146,8146,982850020,2014-09-03,382000.0,3,2,1450,4667,2,0,3,1450,0,2009,1900,98028,47.7611,-122.233,881.0473537604456,9,571.872,not buy,0.0,0.0
8147,8147,6131600060,2014-08-15,214000.0,3,1,1200,8316,1,0,4,1200,0,1953,1900,98002,47.3221,-122.215,276.995670995671,8,275.79375386518245,not buy,0.0,0.0
8148,8148,3021059244,2014-08-14,249950.0,3,1,1320,10454,1,0,4,1320,0,1968,1900,98002,47.2844,-122.216,257.36194757987374,8,275.79375386518245,not buy,0.0,0.0
8149,8149,2891100820,2014-08-25,213500.0,3,1,1220,6000,1,0,4,1220,0,1968,1900,98002,47.3245,-122.209,383.019,8,275.79375386518245,not buy,0.0,0.0
8150,8150,2597500090,2014-08-08,270000.0,5,2,2630,8470,1,0,4,2630,0,1968,1900,98002,47.2863,-122.196,343.1263282172373,8,275.79375386518245,not buy,0.0,0.0
8151,8151,7349400610,2014-08-12,305000.0,4,2,2050,12581,2,0,4,2050,0,1978,1900,98002,47.3215,-122.204,260.9506398537477,8,275.79375386518245,not buy,0.0,0.0
8152,8152,3224800120,2014-08-26,250000.0,3,2,2070,8400,2,0,4,2070,0,1990,1900,98002,47.3099,-122.206,320.35714285714283,8,275.79375386518245,not buy,0.0,0.0
8153,8153,5125400385,2014-08-05,220000.0,4,1,1530,18400,1,0,4,1530,0,1938,1900,98002,47.329,-122.219,128.7,8,275.79375386518245,sell,220000.0,5074605.071119357
8154,8154,5198600010,2014-08-19,180000.0,3,2,1670,7056,1,0,4,1670,0,1958,1900,98002,47.3139,-122.212,274.59183673469386,8,275.79375386518245,not buy,0.0,0.0
8155,8155,5379805460,2015-01-21,245000.0,3,1,1360,8910,2,0,5,1360,0,1949,1900,98188,47.4488,-122.275,295.979797979798,1,295.979797979798,not buy,0.0,0.0
8156,8156,7212652180,2014-07-01,314500.0,3,2,2050,13303,1,0,3,2050,0,1993,1900,98003,47.2681,-122.31,254.47478012478388,7,375.32659006975786,buy,314500.0,0.0
8157,8157,7764200030,2014-07-16,515000.0,3,2,2360,11254,1,0,3,2360,0,1990,1900,98003,47.3356,-122.333,492.5768615603341,7,375.32659006975786,not buy,0.0,0.0
8158,8158,3322049126,2014-07-21,261000.0,4,1,1390,17739,1,0,3,1390,0,1958,1900,98003,47.3457,-122.302,158.3744292237443,7,375.32659006975786,sell,261000.0,6657918.381247435
8159,8159,7212651950,2014-07-10,350000.0,4,2,2800,9538,2,0,3,2800,0,1993,1900,98003,47.2675,-122.307,394.988467183896,7,375.32659006975786,not buy,0.0,0.0
8160,8160,251300110,2014-07-31,225000.0,3,2,2510,12013,2,0,3,2510,0,1988,1900,98003,47.3473,-122.314,201.60659285773744,7,375.32659006975786,buy,225000.0,0.0
8161,8161,7212660900,2014-07-23,281000.0,3,2,1760,7601,2,0,3,1760,0,1992,1900,98003,47.2672,-122.313,397.9323773187738,7,375.32659006975786,not buy,0.0,0.0
8162,8162,7682200340,2014-07-28,182000.0,3,2,1960,8875,1,0,3,1290,670,1965,1900,98003,47.3344,-122.301,220.7378028169014,7,375.32659006975786,buy,182000.0,0.0
8163,8163,7212650990,2014-07-21,334950.0,4,2,2410,7846,2,0,3,2410,0,1992,1900,98003,47.2641,-122.312,459.5210043334183,7,375.32659006975786,not buy,0.0,0.0
8164,8164,2268000500,2014-07-21,229900.0,3,1,1440,11925,1,0,3,1440,0,1968,1900,98003,47.2738,-122.3,207.5172830188679,7,375.32659006975786,buy,229900.0,0.0
8165,8165,7212650950,2014-07-08,336000.0,4,2,2530,8169,2,0,3,2530,0,1993,1900,98003,47.2634,-122.312,442.73521850899743,7,375.32659006975786,not buy,0.0,0.0
8166,8166,5153900080,2014-07-14,199000.0,3,1,1510,9100,1,0,3,1510,0,1966,1900,98003,47.3331,-122.319,235.38857142857145,7,375.32659006975786,buy,199000.0,0.0
8167,8167,1862700290,2014-07-11,339900.0,4,2,2340,9748,1,0,3,1610,730,1981,1900,98003,47.3363,-122.331,375.32659006975786,7,375.32659006975786,not buy,0.0,0.0
8168,8168,421049170,2014-07-17,239000.0,3,1,1510,15022,1,0,3,1510,0,1962,1900,98003,47.3304,-122.304,171.25522566901878,7,375.32659006975786,sell,239000.0,5638156.036027903
8169,8169,1085622860,2014-07-21,384435.0,3,2,2029,3906,2,0,3,2029,0,2014,1900,98003,47.341,-122.18,1059.4107373271888,7,375.32659006975786,not buy,0.0,0.0
8170,8170,1085622890,2014-07-08,333490.0,4,2,2250,3916,2,0,3,2250,0,2014,1900,98003,47.3413,-122.18,916.671695607763,7,375.32659006975786,not buy,0.0,0.0
8171,8171,6379500640,2015-04-09,1120000.0,3,1,3000,5750,2,0,5,2000,1000,1924,1900,98116,47.5821,-122.39,2096.64,4,1156.8206896551724,not buy,0.0,0.0
8172,8172,585000008,2015-04-13,460000.0,2,1,1020,4002,1,0,5,1020,0,1953,1900,98116,47.5828,-122.395,1237.2413793103449,4,1156.8206896551724,not buy,0.0,0.0
8173,8173,8608900205,2015-04-03,565500.0,3,1,1780,5850,1,0,5,980,800,1944,1900,98116,47.5589,-122.392,1040.52,4,1156.8206896551724,not buy,0.0,0.0
8174,8174,7579200600,2015-04-28,575000.0,3,2,1750,5750,1,0,5,870,880,1956,1900,98116,47.5579,-122.384,1076.4,4,1156.8206896551724,not buy,0.0,0.0
8175,8175,4315700060,2015-03-03,378000.0,2,2,1300,3850,1,0,3,800,500,1963,1900,98136,47.5395,-122.39,1056.8290909090908,3,1056.8290909090908,not buy,0.0,0.0
8176,8176,2490200320,2015-03-20,545000.0,3,1,1680,6200,1,0,3,1680,0,1916,1900,98136,47.5338,-122.384,946.1903225806452,3,1056.8290909090908,not buy,0.0,0.0
8177,8177,9238900855,2015-03-13,700000.0,2,1,930,5000,1,0,3,930,0,1926,2013,98136,47.5333,-122.388,1506.96,3,1056.8290909090908,not buy,0.0,0.0
8178,8178,2493200235,2015-03-11,370000.0,2,1,850,6213,1,0,3,750,100,1916,1900,98136,47.5282,-122.384,641.0236600676001,3,1056.8290909090908,buy,370000.0,0.0
8179,8179,2484700015,2015-03-27,579000.0,4,1,2480,6000,1,0,3,1520,960,1955,1900,98136,47.5233,-122.386,1038.726,3,1056.8290909090908,not buy,0.0,0.0
8180,8180,3869900155,2015-03-26,340000.0,2,2,1250,1178,2,0,3,980,270,1996,1900,98136,47.5426,-122.387,3106.7572156196943,3,1056.8290909090908,not buy,0.0,0.0
8181,8181,3013300409,2015-03-12,400000.0,2,1,1220,6300,1,0,3,760,460,1942,1900,98136,47.5299,-122.387,683.4285714285714,3,1056.8290909090908,buy,400000.0,0.0
8182,8182,9169600110,2015-03-17,510000.0,3,1,1730,6240,1,0,3,1000,730,1954,1900,98136,47.5282,-122.391,879.75,3,1056.8290909090908,not buy,0.0,0.0
8183,8183,7625704340,2015-03-03,425000.0,2,1,1550,7800,1,0,3,1050,500,1940,1900,98136,47.5436,-122.39,586.5,3,1056.8290909090908,buy,425000.0,0.0
8184,8184,1315300070,2015-03-19,925500.0,3,2,1970,5200,1,0,3,1970,0,1915,2002,98136,47.5374,-122.388,1915.785,3,1056.8290909090908,not buy,0.0,0.0
8185,8185,2597800010,2015-03-04,600000.0,3,1,1480,17360,1,0,3,1480,0,1954,1900,98136,47.5179,-122.387,372.02764976958525,3,1056.8290909090908,sell,600000.0,18346553.018181816
8186,8186,7625701795,2015-03-02,885000.0,4,3,3310,6000,2,0,3,2200,1110,2010,1900,98136,47.5511,-122.391,1587.69,3,1056.8290909090908,not buy,0.0,0.0
8187,8187,2487700274,2015-03-09,437000.0,2,3,1460,1452,2,0,3,1140,320,2007,1900,98136,47.5224,-122.39,3239.5785123966944,3,1056.8290909090908,not buy,0.0,0.0
8188,8188,7625702901,2015-03-11,302860.0,2,1,970,3279,2,0,3,790,180,2007,1900,98136,47.5469,-122.383,994.2009881061298,3,1056.8290909090908,not buy,0.0,0.0
8189,8189,3013300685,2015-03-18,760000.0,4,3,2690,3995,2,0,3,2060,630,2014,1900,98136,47.532,-122.384,2047.719649561952,3,1056.8290909090908,not buy,0.0,0.0
8190,8190,7625702277,2015-03-31,406000.0,2,2,1110,1095,3,0,3,980,130,2008,1900,98136,47.5494,-122.388,3991.035616438356,3,1056.8290909090908,not buy,0.0,0.0
8191,8191,7936000429,2015-03-26,1007500.0,4,3,3510,7200,2,0,3,2600,910,2009,1900,98136,47.5537,-122.398,1506.2125,3,1056.8290909090908,not buy,0.0,0.0
8192,8192,4140090320,2015-03-20,595000.0,5,2,3740,6750,1,0,4,1980,1760,1978,1900,98028,47.7679,-122.261,948.8266666666668,3,563.8479145939266,not buy,0.0,0.0
8193,8193,7297700055,2015-03-05,306000.0,3,1,1190,10350,1,0,4,1190,0,1959,1900,98028,47.7428,-122.244,318.24,3,563.8479145939266,buy,306000.0,0.0
8194,8194,3582750280,2015-03-26,347000.0,2,1,1315,2162,2,0,4,1315,0,1974,1900,98028,47.752,-122.253,1727.6170212765958,3,563.8479145939266,not buy,0.0,0.0
8195,8195,5130000080,2015-03-11,481000.0,4,2,2480,9869,1,0,4,1240,1240,1963,1900,98028,47.7612,-122.229,524.6209342385247,3,563.8479145939266,not buy,0.0,0.0
8196,8196,3577000116,2015-03-25,680000.0,4,1,2200,12137,1,0,4,1640,560,1956,1900,98028,47.7473,-122.261,603.0748949493285,3,563.8479145939266,not buy,0.0,0.0
8197,8197,3649100031,2015-03-05,345000.0,4,1,2020,18150,1,0,4,2020,0,1955,1900,98028,47.739,-122.249,204.60495867768597,3,563.8479145939266,sell,345000.0,10233839.649879768
8198,8198,9385200045,2015-05-12,729500.0,3,2,1660,1091,3,0,3,1530,130,2015,1900,98116,47.5818,-122.402,7197.376718606782,5,1647.1727999999998,not buy,0.0,0.0
8199,8199,9424400200,2014-05-15,451555.0,2,1,1320,4520,1,0,3,1320,0,1912,1971,98116,47.5655,-122.394,1075.3402699115045,5,1647.1727999999998,buy,451555.0,0.0
8200,8200,4229400015,2015-05-07,570000.0,3,1,1030,4089,1,0,3,1030,0,1927,1900,98116,47.574,-122.385,1500.4842259721204,5,1647.1727999999998,not buy,0.0,0.0
8201,8201,7577700440,2014-05-28,450000.0,3,1,1100,4600,1,0,3,1100,0,1917,1900,98116,47.5686,-122.385,1053.0,5,1647.1727999999998,buy,450000.0,0.0
8202,8202,117000001,2014-05-27,540000.0,4,4,1960,3565,2,0,3,1960,0,1940,2003,98116,47.5849,-122.384,1630.451612903226,5,1647.1727999999998,not buy,0.0,0.0
8203,8203,59000201,2015-05-05,611206.0,1,1,1940,6300,1,0,3,1940,0,1963,1900,98116,47.5782,-122.4,1044.2891085714284,5,1647.1727999999998,buy,611206.0,0.0
8204,8204,5708500270,2014-05-16,523000.0,3,1,1260,3135,1,0,3,1260,0,1931,1900,98116,47.5755,-122.388,1795.7167464114832,5,1647.1727999999998,not buy,0.0,0.0
8205,8205,9274201006,2014-05-07,705000.0,4,2,2650,4316,1,0,3,1520,1130,1905,2013,98116,47.5866,-122.389,1758.2530120481929,5,1647.1727999999998,not buy,0.0,0.0
8206,8206,6379500216,2014-05-13,450000.0,3,2,1250,892,2,0,3,1040,210,2010,1900,98116,47.5826,-122.387,5430.269058295964,5,1647.1727999999998,not buy,0.0,0.0
8207,8207,2391600950,2014-05-02,439950.0,3,2,1770,2875,2,0,3,1770,0,1990,1900,98116,47.5631,-122.397,1647.1727999999998,5,1647.1727999999998,not buy,0.0,0.0
8208,8208,9274200735,2015-05-07,567500.0,4,1,2190,5060,1,0,3,1190,1000,1950,1900,98116,47.5846,-122.387,1207.2272727272727,5,1647.1727999999998,not buy,0.0,0.0
8209,8209,9272201704,2014-05-12,369000.0,2,2,980,895,2,0,3,670,310,2009,1900,98116,47.5874,-122.386,4437.894972067039,5,1647.1727999999998,not buy,0.0,0.0
8210,8210,148000475,2014-05-28,1400000.0,4,3,4700,9160,1,0,3,2520,2180,2005,1900,98116,47.5744,-122.406,1645.1528384279477,5,1647.1727999999998,not buy,0.0,0.0
8211,8211,9276200569,2014-05-09,769900.0,4,3,2730,3047,2,0,3,2400,330,2006,1900,98116,47.5797,-122.391,2719.7911388250736,5,1647.1727999999998,not buy,0.0,0.0
8212,8212,952005863,2015-05-05,643950.0,3,2,1760,2122,3,0,3,1760,0,2015,1900,98116,47.5633,-122.385,3266.483411875589,5,1647.1727999999998,not buy,0.0,0.0
8213,8213,7852180340,2014-09-30,430000.0,3,2,2360,6699,2,0,3,2360,0,2003,1900,98065,47.5317,-121.853,690.9270040304523,9,899.1155660377359,not buy,0.0,0.0
8214,8214,7853240560,2014-09-03,585000.0,4,2,3110,6479,2,0,3,3110,0,2005,1900,98065,47.5408,-121.861,971.8999845655194,9,899.1155660377359,not buy,0.0,0.0
8215,8215,7852040110,2014-09-08,423700.0,3,2,2070,3986,2,0,3,2070,0,1999,1900,98065,47.5348,-121.877,1144.1813346713498,9,899.1155660377359,not buy,0.0,0.0
8216,8216,7853270940,2014-09-05,389000.0,3,2,1720,4515,2,0,3,1720,0,2005,1900,98065,47.5426,-121.879,927.3966777408637,9,899.1155660377359,not buy,0.0,0.0
8217,8217,7853270740,2014-09-17,632500.0,5,3,3500,7254,2,0,3,2760,740,2005,1900,98065,47.5444,-121.881,938.548387096774,9,899.1155660377359,not buy,0.0,0.0
8218,8218,7853250090,2014-09-29,681000.0,4,2,3860,5130,2,0,3,2930,930,2004,1900,98065,47.5387,-121.879,1428.9052631578948,9,899.1155660377359,not buy,0.0,0.0
8219,8219,7853240100,2014-09-02,772500.0,5,2,3890,9130,2,0,3,3890,0,2004,1900,98065,47.5407,-121.86,910.7546549835704,9,899.1155660377359,not buy,0.0,0.0
8220,8220,7853301220,2014-09-10,425000.0,4,2,2440,5088,2,0,3,2440,0,2007,1900,98065,47.5406,-121.889,899.1155660377359,9,899.1155660377359,not buy,0.0,0.0
8221,8221,7852000110,2014-09-03,441500.0,3,2,2360,4670,2,0,3,2360,0,1998,1900,98065,47.537,-121.871,1017.6244111349037,9,899.1155660377359,not buy,0.0,0.0
8222,8222,7853220690,2014-09-12,470000.0,3,2,2280,6134,2,0,3,2280,0,2004,1900,98065,47.5335,-121.854,824.7603521356374,9,899.1155660377359,not buy,0.0,0.0
8223,8223,7849202585,2014-09-04,170000.0,1,1,480,4560,1,0,3,480,0,1922,1900,98065,47.5253,-121.826,401.2894736842105,9,899.1155660377359,sell,170000.0,4099966.9811320757
8224,8224,7853230720,2014-09-10,368000.0,3,2,2080,4307,2,0,3,2080,0,2004,1900,98065,47.53,-121.848,919.7009519387044,9,899.1155660377359,not buy,0.0,0.0
8225,8225,7853230570,2014-09-15,440000.0,3,2,2230,5800,2,0,3,2230,0,2004,1900,98065,47.5308,-121.847,816.5793103448276,9,899.1155660377359,not buy,0.0,0.0
8226,8226,7852150200,2014-09-23,389950.0,3,2,1700,6396,2,0,3,1700,0,2003,1900,98065,47.5333,-121.87,656.2573170731707,9,899.1155660377359,not buy,0.0,0.0
8227,8227,7852130550,2014-09-16,530000.0,4,2,3020,6788,2,0,3,3020,0,2002,1900,98065,47.5346,-121.881,840.4419563936358,9,899.1155660377359,not buy,0.0,0.0
8228,8228,7853301520,2014-09-03,695000.0,5,3,3940,9780,2,0,3,3940,0,2007,1900,98065,47.5435,-121.888,764.9263803680982,9,899.1155660377359,not buy,0.0,0.0
8229,8229,7853340330,2014-09-11,384205.0,3,2,1810,3292,2,0,3,1810,0,2014,1900,98065,47.5164,-121.877,1256.2523147023085,9,899.1155660377359,not buy,0.0,0.0
8230,8230,7852150530,2014-09-11,425000.0,3,2,1960,4709,2,0,3,1960,0,2003,1900,98065,47.5322,-121.871,971.480144404332,9,899.1155660377359,not buy,0.0,0.0
8231,8231,7853220210,2014-09-22,563500.0,4,2,2780,7838,2,0,3,2780,0,2004,1900,98065,47.5312,-121.861,773.8599132431743,9,899.1155660377359,not buy,0.0,0.0
8232,8232,4032500035,2014-09-13,295000.0,2,1,1560,43748,2,0,3,1560,0,1967,2000,98065,47.5729,-121.676,72.58343238548048,9,899.1155660377359,sell,295000.0,39334507.78301887
8233,8233,7853430660,2014-09-10,616200.0,5,3,3920,4832,2,0,3,3030,890,2014,1900,98065,47.5202,-121.885,1372.6773178807946,9,899.1155660377359,not buy,0.0,0.0
8234,8234,7852130080,2014-09-25,444500.0,3,2,2600,4724,2,0,3,2600,0,2002,1900,98065,47.5359,-121.878,1012.8276883996612,9,899.1155660377359,not buy,0.0,0.0
8235,8235,7853220470,2014-09-15,615000.0,5,3,2950,7980,2,0,3,2350,600,2005,1900,98065,47.5339,-121.858,829.5563909774436,9,899.1155660377359,not buy,0.0,0.0
8236,8236,7853220670,2014-09-18,540000.0,3,2,2860,8935,2,0,3,2860,0,2004,1900,98065,47.5336,-121.855,650.5383324006715,9,899.1155660377359,not buy,0.0,0.0
8237,8237,7852150720,2014-09-22,405000.0,3,2,2070,4697,2,0,3,2070,0,2002,1900,98065,47.5307,-121.875,928.1285927187566,9,899.1155660377359,not buy,0.0,0.0
8238,8238,7852030330,2014-09-03,480000.0,3,2,2270,4488,2,0,3,2270,0,1999,1900,98065,47.5329,-121.879,1151.2299465240642,9,899.1155660377359,not buy,0.0,0.0
8239,8239,7853220910,2014-09-15,485000.0,3,2,2270,7887,2,0,3,2270,0,2004,1900,98065,47.5326,-121.855,661.9170787371625,9,899.1155660377359,not buy,0.0,0.0
8240,8240,7853360820,2014-09-09,544999.0,4,2,2710,6937,2,0,3,2710,0,2009,1900,98065,47.5153,-121.871,845.6637214934409,9,899.1155660377359,not buy,0.0,0.0
8241,8241,7853360300,2014-09-04,540000.0,4,3,3510,6005,2,0,3,2750,760,2010,1900,98065,47.5168,-121.87,967.9533721898418,9,899.1155660377359,not buy,0.0,0.0
8242,8242,7853321260,2014-09-08,492000.0,4,2,2550,6382,2,0,3,2550,0,2007,1900,98065,47.5202,-121.87,829.8163585083046,9,899.1155660377359,not buy,0.0,0.0
8243,8243,3862710200,2014-09-25,414000.0,3,2,1790,3754,2,0,3,1790,0,2013,1900,98065,47.534,-121.841,1187.0793819925414,9,899.1155660377359,not buy,0.0,0.0
8244,8244,7853360720,2014-09-08,485000.0,3,2,2430,5867,2,0,3,2430,0,2011,1900,98065,47.5162,-121.872,889.8142151014147,9,899.1155660377359,not buy,0.0,0.0
8245,8245,7853400220,2014-09-26,589410.0,3,3,2840,7201,2,0,3,2840,0,2014,1900,98065,47.5165,-121.883,881.0455825579779,9,899.1155660377359,not buy,0.0,0.0
8246,8246,7853320250,2014-09-20,480000.0,3,2,2410,4656,2,0,3,2410,0,2009,1900,98065,47.5203,-121.874,1109.6907216494844,9,899.1155660377359,not buy,0.0,0.0
8247,8247,7853360480,2014-09-04,540000.0,4,2,2710,9248,2,0,3,2710,0,2011,1900,98065,47.5164,-121.875,628.5207612456747,9,899.1155660377359,buy,540000.0,0.0
8248,8248,922049078,2014-11-18,157000.0,1,1,870,26326,1,0,3,870,0,1939,1900,98198,47.4152,-122.3,64.19311707057662,11,300.5693853658537,sell,157000.0,7912789.639141465
8249,8249,2946003580,2014-11-19,203000.0,3,1,1370,7500,1,0,3,1080,290,1958,1900,98198,47.4167,-122.322,291.3456,11,300.5693853658537,not buy,0.0,0.0
8250,8250,7272000260,2014-11-13,210500.0,3,1,1840,10178,1,0,3,1040,800,1960,1900,98198,47.3979,-122.317,222.6195716250737,11,300.5693853658537,not buy,0.0,0.0
8251,8251,7864500140,2014-11-07,275000.0,4,1,1610,6923,1,0,3,1010,600,1969,1900,98198,47.3747,-122.306,427.5747508305648,11,300.5693853658537,not buy,0.0,0.0
8252,8252,1953400520,2014-11-14,265500.0,3,1,1860,9225,1,0,3,1860,0,1957,1900,98198,47.3904,-122.3,309.79317073170733,11,300.5693853658537,not buy,0.0,0.0
8253,8253,7893800534,2014-11-24,394250.0,3,2,2620,10107,1,0,3,2620,0,1982,1900,98198,47.4096,-122.329,419.8780053428317,11,300.5693853658537,not buy,0.0,0.0
8254,8254,3760500116,2014-11-20,3070000.0,3,2,3930,55867,1,1,4,2330,1600,1957,1900,98034,47.7022,-122.224,591.5026759983532,11,610.1453974051171,not buy,0.0,0.0
8255,8255,9477201040,2014-11-18,430000.0,3,1,1810,7300,1,0,4,1240,570,1976,1900,98034,47.7299,-122.192,634.0438356164384,11,610.1453974051171,not buy,0.0,0.0
8256,8256,3288100100,2014-11-20,421000.0,4,2,1310,8400,1,0,4,1310,0,1966,1900,98034,47.7317,-122.181,539.4814285714285,11,610.1453974051171,not buy,0.0,0.0
8257,8257,3760500336,2014-11-26,2125000.0,4,2,3190,19513,2,0,4,3190,0,1982,1900,98034,47.6991,-122.235,1172.2185209860093,11,610.1453974051171,not buy,0.0,0.0
8258,8258,8677900120,2014-11-21,530000.0,3,2,2100,20150,1,0,4,2100,0,1955,1900,98034,47.7206,-122.248,283.1225806451613,11,610.1453974051171,sell,530000.0,12294429.757713111
